877.256,5259.84,208.2352941176,138.58,5.578125,5.5,0.796875,0.79296875,962.9174682617,0.515625,0.609375,99,0,0,11.6567382813,17.3983593257,14.4,213.75,0,212.75,8658,16.248,122,0,-0.78125,214.26,0,19,18.1,17,12,94,104,112,12,11.562,11.562
877.287,5277,208.2352941176,138.58,5.6015625,5.5,0.79575,0.79296875,962.9652709961,0.5060586735,0.609375,99,0,0,11.6567382813,17.3928401253,14.448,213.57,0,212.615,8658,16,122,0,-0.78125,214.1976,0,19,18.1,17,12,94,104,112,12,11.6,11.6
877.316,5280.6,207.8588235294,138.58,5.6046875,5.5,0.7951,0.79296875,962.3185913086,0.4921875,0.609375,99,0,0,11.6567382813,17.3833348358,14.6,213,0,212.1875,8658,16,123,0,-0.78125,213.74,0,19,18.1,17,12,94,104,112,12,11.578,11.578
877.344,5288.25,207.0588235294,138.58,5.6171875,5.5,0.7925,0.79296875,960.9443969727,0.4765625,0.609375,99,0,0,11.6567382813,17.3232368761,14.6,212.8898,0,211.11875,8658,16.0489795918,123,0,-0.78125,213.661509434,0,19,18.1,17,12,94,104,112,12,11.55,11.55
877.375,5309.25,208.2352941176,138.9258,5.62609375,5.5,0.7924525,0.79296875,960.291015625,0.47265625,0.609375,99,0,0,11.6567382813,17.3140382088,14.6,212.71,0,209.375,8658,16.4,123,0,-0.78125,213.42,0,19,18.1,17,12,94,104,112,12,11.5,11.5
877.406,5309.28,208.2352941176,139.49,5.640625,5.5,0.792375,0.79296875,960.3954370117,0.453125,0.609375,99,0,0,11.6567382813,17.2481144265,14.6,212.17,0,207.625,8639,16.324,123,0,-0.78125,212.93,0,19,18.1,17,12,94,104,112,12,11.5,11.5
877.437,5309.5,208.2352941176,139.49,5.640625,5.5,0.78925,0.79296875,961.1611938477,0.453125,0.609375,99,0,0,11.6567382813,17.2537117855,14.5510204082,212.0524489796,0,207.4948979592,8648.0612244898,16.2,123,0,-0.78125,212.9144,0,19,18.1,17,12,94,104,112,12,11.5,11.5
877.467,5314.0102040816,208.2352941176,139.2898,5.6440625,5.5,0.789635,0.79296875,960.9072365274,0.453125,0.609375,99,0,0,11.6567382813,17.2631389164,14.4,211.69,0,207.09375,8676,16.4,123,0,-0.78125,212.8,0,19,18.1,17,12,94,104,112,12,11.5,11.5
877.493,5322.5,208.2352941176,138.58,5.65625,5.5,0.791,0.79296875,960.4291992188,0.4296875,0.6015625,99,0,0,11.6567382813,17.2180654467,14.4,211.6415686275,0,207.7457107843,8683.0784313726,16.4,123.1176470588,0,-0.78125,212.746122449,0,19,18.1,17,12,94,104,112,12,11.5,11.5
877.525,5337.0648148148,207.1023965142,138.9190196078,5.6678921569,5.5,0.788625,0.79296875,960.2238407841,0.4251802885,0.5850360577,99,0,0,11.6567382813,17.2075483037,14.4,211.56,0,208.84375,8695,16.4,124,0,-0.78125,212.58,0,19,18.1,17,12,94,104,112,12,11.5,11.5
877.553,5352.75,205.8823529412,139.49,5.6875,5.5,0.784625,0.79296875,960.0026855469,0.40625,0.515625,99,0,0,11.6567382813,17.1429429971,14.4,210.25,0,207.6875,8658,16.4,124,0,-0.78125,212.2823529412,0,19,18.4523284314,17,12,94,104,112,12,11.5,11.5
877.581,5354.25,204.7058823529,136.75,5.703125,5.5,0.778625,0.79296875,960.7787475586,0.4026639344,0.515625,99,0,0,11.6567382813,17.1136452417,14.4,210.2250943396,0,207.6450471698,8658,16.4,124,0,-0.78125,211.92,0,19,18.88125,17,12,94,104,112,12,11.5,11.5
877.628,5371.25,203.5294117647,137.1603921569,5.7101715686,5.5,0.7771593137,0.79296875,960.6376953125,0.390625,0.515625,99,0,0,11.6567382813,17.0077225878,14.4,210.03,0,207.3125,8658,16.6,125,0,-0.78125,211.8,0,19,18.88125,17,12,94,104,112,12,11.5,11.5
877.656,5372.65,203.3647058824,137.66,5.71875,5.5,0.775375,0.79296875,960.5044287109,0.375,0.5078125,99,0,0,11.6567382813,16.9326001382,14.4,209.52,0,207.78125,8658,16.524,125,0,-0.78125,211.53,0,19,18.88125,17,12,94,104,112,12,11.5,11.5
877.687,5381.25,202.3529411765,137.66,5.734375,5.5,0.774125,0.79296875,959.6857910156,0.3683035714,0.5078125,99,0,0,11.6567382813,16.9271913219,14.352,209.5008,0,207.98375,8662.32,16.4,125,0,-0.78125,211.5084,0,19,18.88125,17,12,94,104,112,12,11.5,11.5
877.715,5386.7401960784,202.7220299885,137.9894,5.7371875,5.5,0.7743275,0.79296875,959.8595999923,0.359375,0.5078125,99,0,0,11.6567382813,16.9175756483,14.2,209.44,0,208.625,8676,16.6,125,0,-0.78125,211.35,0,19,18.88125,17,12,94,104,112,12,11.5411764706,11.5424242424
877.744,5398.75,203.5294117647,139.49,5.75,5.5,0.77525,0.79296875,960.2398071289,0.34375,0.5078125,99,0,0,11.6567382813,16.9626491181,14.276,209.2576,0,208.066875,8669.16,16.572,125.14,0,-0.78125,211.2465306122,0,19,18.88125,17,12,94,104,112,12,11.5980392157,11.601010101
877.775,5408.25,202.3529411765,139.1371428571,5.7560586735,5.5,0.7743290816,0.79296875,959.6080932617,0.3411458333,0.5078125,99,0,0,11.6567382813,16.9523381936,14.4,208.96,0,207.15625,8658,16.4,126,0,-0.78125,210.96,0,19,18.88125,17,12,94,104,112,12,11.7,11.7
877.805,5409.725,202.2352941176,138.58,5.765625,5.5,0.772875,0.79296875,959.581060791,0.328125,0.5078125,99,0,0,11.6567382813,16.8875266685,14.4,208.21,0,205.09375,8676,16.472,126,0,-0.78125,210.7737254902,0,19.36,18.88125,17,12,94,104,112.2352941176,12,11.6908163265,11.6881188119
877.831,5423,201.1764705882,138.58,5.78125,5.5,0.772625,0.79296875,959.3377685547,0.3233173077,0.5078125,99,0,0,11.6567382813,16.8767090357,14.4,208.1498,0,205.225,8668.16,16.6,126,0,-0.78125,210.58,0,20,18.88125,17,12,94,104,113,12,11.6642857143,11.6623762376
877.867,5428.1,201.1764705882,138.58,5.78640625,5.5,0.77235,0.79296875,958.7476867676,0.3125,0.5078125,99,0,0,11.6567382813,16.8424531987,14.4,207.78,0,206.03125,8620,16.6,126,0,-0.78125,210.22,0,20,18.88125,17,12,94,104,113,12,11.6275510204,11.6267326733
877.894,5438,201.1764705882,138.58,5.8046875,5.5,0.771375,0.79296875,957.6022338867,0.2890625,0.5078125,99,0,0,11.6567382813,16.8875266685,14.4,207.652,0,206.24375,8627.6,16.6285714286,126.1428571429,0,-0.78125,210.1495652174,0,20,18.88125,17,12,94,104,113,12,11.6,11.6
877.924,5443.16,201.7411764706,138.58,5.807557398,5.5,0.7712831633,0.79296875,957.7302319336,0.2877103365,0.5078125,99,0,0,11.6567382813,16.8839207909,14.4,207.46,0,206.5625,8639,16.8,127,0,-0.78125,209.86,0,20,18.88125,17,12,94,104,113,12,11.5393939394,11.5393939394
877.950,5448.75,202.3529411765,138.58,5.8125,5.5,0.771125,0.79296875,957.8688964844,0.28125,0.5078125,99,0,0,11.6567382813,16.8574776886,14.2,207.35,0,204.5,8658,16.7450980392,127,0,-0.78125,209.7669387755,0,20,18.88125,17,12,94,104,113,12,11.4868686869,11.4868686869
877.980,5452.25,203.5294117647,139.0260784314,5.8163296569,5.5,0.7699607843,0.79296875,957.5257568359,0.2770182292,0.5078125,99,0,0,11.6567382813,16.8538718111,14.22,207.329,0,204.35625,8661.7,16.6,127,0,-0.78125,209.62,0,20,18.88125,17,12,94,104,113,12,11.4,11.4
878.006,5455.07,203.5294117647,139.49,5.8203125,5.5,0.76875,0.79296875,957.436796875,0.265625,0.5078125,99,0,0,11.6567382813,16.8424531987,14.4,207.14,0,203.0625,8695,16.6,127,0,-0.78125,209.45,0,20,18.88125,17,12,94,104,113,12,11.3742574257,11.3742574257
878.037,5475.75,203.5294117647,140.41,5.8515625,5.5,0.771875,0.79296875,956.7844238281,0.2557091346,0.4681490385,99,0,0,11.6567382813,16.8481625049,14.4,207.0536,0,202.8975,8690.44,16.6,127,0,-0.78125,209.3648,0,20,18.97125,17,12,94,104,113,12,11.3128712871,11.3128712871
878.067,5475.325,203.9294117647,140.2115686275,5.849877451,5.5,0.7712279412,0.79296875,957.0441345215,0.2421875,0.4140625,99,0,0,11.6567382813,16.8574776886,14.4,206.78,0,202.375,8676,16.8,128,0,-0.78125,208.74,0,20,19.63125,17,12,94,104,113,12,11.2534653465,11.2534653465
878.094,5474.5,204.7058823529,139.49,5.84375,5.5,0.768875,0.79296875,957.5482788086,0.25,0.4140625,99,0,0,11.6567382813,16.7673307491,14.324,206.7306,0,202.576875,8676,16.772,128,0,-0.78125,208.7686,0,20,19.63125,17,12,94,104,113,12,11.2,11.2
878.125,5499.5,202.3529411765,139.1866666667,5.8541666667,5.5,0.76775,0.79296875,956.7373657227,0.2424879808,0.4140625,99,0,0,11.6567382813,16.7549576398,14.2,206.65,0,202.90625,8676,16.6,128,0,-0.78125,208.85,0,20,19.63125,17,12,94,104,113,12,11.355,11.355
878.161,5501.2959183674,201.824729892,138.58,5.875,5.5,0.7655,0.79296875,956.7913780991,0.2109375,0.4140625,99,0,0,11.6567382813,16.6771838096,14.2,206.44,0,203.59375,8639,16.792,128,0,-0.78125,208.07,0,20,19.63125,17,12,94,104,113,12,11.535,11.535
878.187,5507.5,200,139.49,5.890625,5.5,0.762375,0.79296875,956.9779663086,0.2076822917,0.4140625,99,0,0,11.6567382813,16.68270301,14.2,206.3152,0,203.829375,8648.62,17,128,0,-0.78125,208.0357142857,0,20,19.63125,17,12,94,104,113,12,11.7,11.7
878.215,5509.5392156863,199.630911188,139.6556,5.89203125,5.5,0.762915,0.79296875,956.9515033797,0.203125,0.4140625,99,0,0,11.6567382813,16.6922082995,14.2,205.96,0,204.5,8676,16.6,129,0,-0.78125,207.79,0,20,19.63125,16,12,94,104,113,12,11.658,11.6575757576
878.245,5514,198.8235294118,140.41,5.8984375,5.5,0.765375,0.79296875,956.8936157227,0.1953125,0.4140625,99,0,0,11.6567382813,16.69945225,14.2,206.0608,0,204.723125,8668.44,16.6,129,0,-0.78125,207.6664705882,0,20,19.63125,16,12,94,104,113,12,11.598,11.596969697
878.274,5535.25,200,139.7512,5.906875,5.5,0.763485,0.79296875,956.197265625,0.1907552083,0.4129231771,99,0,0,11.6567382813,16.7072327894,14.2,206.2,0,205.03125,8658,16.6,129,0,-0.78125,207.37,0,20,19.63125,16,12,94,104,113,12,11.5,11.5
878.306,5537.137254902,200.1614763552,138.58,5.921875,5.5,0.760125,0.79296875,956.11040063,0.1640625,0.40625,99,0,0,11.6567382813,16.6471348298,14,205.79,0,202.125,8695,16.676,129,0,-0.78125,206.82,0,20,19.63125,16,12,94,104,113,12,11.5,11.5
878.337,5549,201.1764705882,139.49,5.9375,5.5,0.759875,0.79296875,955.5643920898,0.1607572115,0.40625,99,0,0,11.6567382813,16.636096429,14,205.4968627451,0,201.6390931373,8690.1568627451,16.8,129,0,-0.78125,206.7733333333,0,20,19.63125,16,12,94,104,113,12,11.5,11.5
878.367,5550.105,200.7764705882,139.49,5.93921875,5.5,0.7602875,0.79296875,955.4845178223,0.15625,0.40625,99,0,0,11.6567382813,16.6170858499,14,204.64,0,200.21875,8676,16.8,129,0,-0.78125,206.4,0,20,19.63125,16,12,94,104,113,12,11.5,11.5
878.394,5552.25,200,139.49,5.9453125,5.5,0.76175,0.79296875,955.3294677734,0.1484375,0.40625,99,0,0,11.6567382813,16.6321103399,14.076,204.7426,0,201.299375,8676,16.8408163265,129.1020408163,0,-0.78125,206.3540425532,0,20.1020408163,19.63125,16,12,94,104,113,12,11.5,11.5
878.425,5568.75,198.8235294118,139.49,5.95125,5.5,0.758995,0.79296875,954.9644775391,0.1456801471,0.40625,99,0,0,11.6567382813,16.6158838907,14.2,204.91,0,203.0625,8676,17.2,130,0,-0.78125,206.16,0,21,19.63125,16,12,94,104,113,12,11.5,11.5
878.456,5570.34,198.8235294118,139.49,5.9609375,5.5,0.7545,0.79296875,955.0225073242,0.1328125,0.40625,99,0,0,11.6567382813,16.4968899306,14,204.53,0,201.75,8676,17.0530612245,130,0,-0.78125,205.73,0,21,19.63125,16,12,94,104,113,12,11.5,11.5
878.487,5582,198.8235294118,138.58,5.984375,5.5,0.752875,0.79296875,955.448059082,0.123046875,0.40625,99,0,0,11.6567382813,16.4752546651,14.048,204.1892,0,200.8875,8676,16.8,130,0,-0.78125,205.6964,0,21,19.63125,16,12,94,104,113,12,11.5,11.5
878.515,5585.075,198.8235294118,138.7285714286,5.9856505102,5.5,0.7529566327,0.79296875,955.3342956543,0.109375,0.40625,99,0,0,11.6567382813,16.4367919709,14.2,203.11,0,198.15625,8676,17.2,130,0,-0.78125,205.45,0,21,19.63125,16,12,94,104,113,12,11.542,11.542
878.544,5592.25,198.8235294118,139.49,5.9921875,5.5,0.753375,0.79296875,955.0688476563,0.1015625,0.359375,99,0,0,11.6567382813,16.4668409507,14.124,203.224,0,198.655,8676,17.172,130,0,-0.78125,205.3658823529,0,21,19.8383578431,16,12,94,104,113,12,11.6,11.6
878.575,5608.25,197.6470588235,139.49,5.9980085784,5.5,0.7532818627,0.79296875,956.3452148438,0.0990114796,0.359375,99,0,0,11.6567382813,16.4668409507,14,203.41,0,199.46875,8676,17,130,0,-0.78125,205.12,0,21,20.44375,16,12,94,104,113,12,11.7,11.7
878.607,5608.6,197.6470588235,139.49,6.0078125,5.5,0.753125,0.79296875,956.3502648926,0.0859375,0.359375,99,0,0,11.6567382813,16.4668409507,14,203.06,0,200.90625,8658,17,130.4,0,-0.78125,204.8,0,21,20.44375,16,12,94,104,113,12,11.674,11.674
878.637,5610.75,197.6470588235,137.66,6.0078125,5,0.748,0.79296875,956.3812866211,0.0859375,0.359375,99,0,0,11.6567382813,16.412752787,14.048,202.784,0,199.91625,8658,17,131,0,-0.78125,204.7976,0,21,20.44375,16,12,94,104,113,12,11.614,11.614
878.667,5613.555,197.6470588235,137.8624,6.01640625,5.11,0.7474225,0.79296875,956.3941113281,0.0859375,0.359375,99,0,0,11.6567382813,16.3165960516,14.2,201.91,0,196.78125,8658,17,131,0,-0.78125,204.78,0,21,20.44375,16,12,94,104,113,12,11.554,11.554
878.694,5619,197.6470588235,138.58,6.046875,5.5,0.745375,0.79296875,956.4190063477,0.0859375,0.359375,99,0,0,11.6567382813,16.2797713214,14.2,201.9898,0,197.743125,8643.56,17.024,131,0,-0.78125,204.7462,0,21,20.44375,16,12,94,104,113,12,11.5,11.5
878.720,5626.1,197.1764705882,138.3224,6.0621875,5.5,0.74359,0.79296875,956.2822387695,0.0859375,0.359375,99,0,0,11.6567382813,16.241473602,14.2,202.12,0,199.3125,8620,17.2,131,0,-0.78125,204.65,0,21,20.44375,16,12,94,104,113,12,11.552,11.552
878.750,5636.75,196.4705882353,137.66,6.1015625,5.5,0.739,0.79296875,956.0770874023,0.0859375,0.359375,99,0,0,11.6567382813,16.1663511524,14,200.75,0,198.09375,8620,17.1020408163,131.2448979592,0,-0.78125,204.479,0,21,20.44375,16,12,94,104,113,12,11.612,11.612
878.781,5653.75,196.4705882353,138.58,6.125,5.5,0.738,0.79296875,956.7408447266,0.0859375,0.359375,99,0,0,11.6567382813,16.1548618366,14.024,200.6924,0,197.85375,8622.28,16.8,132,0,-0.78125,204.2,0,21,20.44375,16,12,94,104,113,12,11.7,11.7
878.815,5655.025,196.1176470588,138.4144,6.1278125,5.5,0.737685,0.79296875,956.6558654785,0.0859375,0.359375,99,0,0,11.6567382813,16.1212776826,14.2,200.27,0,196.09375,8639,17,132,0,-0.78125,204.01,0,21,20.44375,16,12,94,104,113,12,11.658,11.658
878.844,5658,195.2941176471,137.66,6.140625,5.5,0.73625,0.79296875,956.4575805664,0.0859375,0.359375,99,0,0,11.6567382813,16.046155233,14.124,200.3118,0,197.340625,8646.22,17,132,0,-0.78125,203.9669811321,0,21,20.44375,16,12,94,104,113,12,11.6,11.6
878.875,5672,195.2941176471,138.002745098,6.140625,5.5,0.7360637255,0.79296875,956.6477661133,0.0859375,0.359375,99,0,0,11.6567382813,16.0497611106,14,200.38,0,199.375,8658,17,132,0,-0.78125,203.82,0,21,20.44375,16,12,94,104,113,12,11.5,11.5
878.907,5673.6527777778,195.1416122004,138.58,6.140625,5.5,0.73575,0.79296875,956.7042258934,0.0859375,0.359375,99,0,0,11.6567382813,16.0762042129,14,199.89,0,195.71875,8658,17,132,0,-0.78125,203.6,0,21,20.44375,16,12,94,104,113,12,11.5,11.5
878.938,5684.75,194.1176470588,138.58,6.125,5,0.73825,0.79296875,957.0833129883,0.0859375,0.359375,99,0,0,11.6567382813,16.0933321314,14,199.5832,0,195.995,8653.06,17,132,0,-0.78125,203.53,0,21,20.44375,16,12,94,104,113,12,11.5,11.5
878.967,5686.375,193.7851662404,138.3776,6.13703125,5.11,0.736875,0.79296875,957.0229240086,0.0859375,0.359375,99,0,0,11.6567382813,16.1212776826,14,198.71,0,196.78125,8639,17.2,132,0,-0.78125,203.1,0,21,20.44375,16,12,94,104,113,12,11.5,11.5
878.994,5690.5,192.9411764706,137.66,6.1796875,5.5,0.732,0.79296875,956.8696289063,0.0859375,0.359375,99,0,0,11.6567382813,15.9710327834,14,198.824,0,196.199375,8631.78,17.176,132.12,0,-0.78125,203.0818,0,21,20.44375,16,12,94,104,113,12,11.5,11.5
879.025,5704,192.9411764706,137.3142,6.1915625,5.31,0.7304325,0.79296875,957.3128051758,0.0859375,0.3533653846,99,0,0,11.6567382813,15.9638210283,14,199.01,0,195.25,8620,17,133,0,-0.78125,203.03,0,21,20.44375,16,12,94,104,113,12,11.5,11.5
879.056,5705.86,192.9411764706,136.75,6.2109375,5,0.727875,0.79296875,957.4092578125,0.0859375,0.328125,99,0,0,11.6567382813,15.9109348238,14.2,197.83,0,195.5,8639,17.072,133,0,-0.78125,202.917254902,0,21,20.8267156863,16,12,94,104,113,12,11.5,11.5
879.082,5719.5,192.9411764706,137.66,6.234375,5,0.7275,0.79296875,958.1165771484,0.0859375,0.328125,99,0,0,11.6567382813,15.9189070021,14.2,197.7936,0,195.180625,8646.84,17.2,133,0,-0.78125,202.8,0,21,21.225,16,12,94,104,113,12,11.5,11.5
879.115,5721.225,193.2941176471,137.9528,6.226875,5,0.7282,0.79296875,957.9525512695,0.0859375,0.328125,99,0,0,11.6567382813,15.9409838036,14.2,197.57,0,193.21875,8695,17.2,133,0,-0.78125,202.44,0,22,21.225,16,12,94,104,113,12,11.5,11.5
879.144,5725.25,194.1176470588,139.49,6.1875,5,0.731875,0.79296875,957.5698242188,0.0859375,0.328125,99,0,0,11.6567382813,15.9560082935,14.124,197.8322,0,194.465625,8673.72,17.1755102041,133,0,-0.78125,202.3568,0,22,21.225,16,12,94,104,113,12,11.5,11.5
879.175,5738,192.9411764706,139.49,6.1961096939,5,0.7312780612,0.79296875,957.8299560547,0.0859375,0.328125,99,0,0,11.6567382813,15.9560082935,14,198.26,0,196.5,8639,17,133,0,-0.78125,202.12,0,22,21.225,16,12,94,104,113,12,11.5,11.5
879.206,5738.6,192.8,139.49,6.2109375,5,0.73025,0.79296875,957.6762573242,0.0859375,0.328125,99,0,0,11.6567382813,15.9560082935,14.2,197.51,0,192.96875,8658,17,133.38,0,-0.78125,201.85,0,22,21.225,16,12,94,104,113,12,11.5,11.5
879.237,5743,191.7647058824,139.49,6.15625,5,0.73425,0.79296875,956.5491333008,0.0859375,0.328125,99,0,0,11.6567382813,15.9830523754,14.152,197.7284,0,193.88375,8658,17,134,0,-0.78125,201.7564,0,22,21.225,16,12,94,104,113,12,11.5,11.5
879.267,5748.61,192.9647058824,139.6884313725,6.1680453431,5,0.733495098,0.79296875,956.2924938965,0.0859375,0.328125,99,0,0,11.6567382813,16.0311307431,14,198.42,0,196.78125,8658,17,134,0,-0.78125,201.07,0,22,21.225,16,12,94,104,113,12,11.5,11.5
879.294,5759.5,195.2941176471,140.41,6.2109375,5,0.73075,0.79296875,955.7943115234,0.0859375,0.328125,99,0,0,11.6567382813,15.9710327834,14,198.192745098,0,196.3621323529,8671.7843137255,17,134,0,-0.78125,201.0778,0,22,21.225,16,12,94,104,113,12,11.5,11.5
879.326,5778,190.5882352941,140.0604,6.1990625,5,0.73151,0.79296875,955.62890625,0.0859375,0.328125,99,0,0,11.6567382813,15.9794464978,14,197.81,0,195.65625,8695,17,134,0,-0.78125,201.1,0,22,21.225,16,12,94,104,113,12,11.532,11.532
879.357,5778.14,191.0823529412,139.49,6.1796875,5,0.73275,0.79296875,955.4615881348,0.0859375,0.328125,99,0,0,11.6567382813,16.0311307431,14,197.59,0,193.90625,8695,17,134,0,-0.78125,200.6907407407,0,22,21.225,16,12,94,104,113,12,11.563,11.563
879.385,5779,194.1176470588,141.4,6.1875,5,0.73175,0.79296875,954.4337768555,0.0859375,0.328125,99,0,0,11.6567382813,16.0311307431,14,197.7920408163,0,194.524872449,8698.8775510204,17,134,0,-0.78125,200.25,0,22,21.225,16,12,94,104,113,12,11.6,11.6
879.415,5781.8676470588,194.1176470588,141.2218,6.1846875,5,0.7319975,0.79296875,954.5144150678,0.0859375,0.328125,99,0,0,11.6567382813,16.0311307431,14,198.58,0,196.9375,8714,17,135,0,-0.78125,200.42,0,22,21.225,16,12,94,104,113,12,11.5787878788,11.5787878788
879.444,5788.75,194.1176470588,140.41,6.171875,5,0.733125,0.79296875,954.7079467773,0.0859375,0.328125,99,0,0,11.6567382813,16.0010817633,13.9215686275,198.1603921569,0,195.7732843137,8706.5490196078,17,135,0,-0.78125,200.2978,0,22,21.225,16,12,94,104,113,12,11.5494949495,11.5494949495
879.475,5804,191.7647058824,140.0604,6.16,5,0.7337425,0.79296875,954.5165405273,0.0859375,0.328125,99,0,0,11.6567382813,16.0052061331,13.8,197.51,0,193.96875,8695,17,135,0,-0.78125,199.95,0,22,21.225,16,12,94,104,113,12,11.5,11.5
879.506,5804.48,191.9058823529,139.49,6.140625,5,0.73475,0.79296875,954.5140722656,0.0859375,0.328125,99,0,0,11.6567382813,16.0311307431,13.8,198.39,0,195.125,8695,17,135,0,-0.78125,199.23,0,22,21.225,16,12,94,104,113,12,11.5128712871,11.5128712871
